County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference
YATES,645337,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LONE PINE GREENHOUSE,HARVEY AND LUCINDA MARTIN,315-536-6488,1518,ROUTE 54,,,PENN YAN,NY,14527,POINT (-77.007826 42.678902)
SUFFOLK,645306,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",NATURES CRADLE EAST INC,ROSEMARY QUINN,631-732-1978,97,WILSON AVE,,,MEDFORD,NY,11763,POINT (-72.974698 40.864357)
CLINTON,96697,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PRAYS MARKET GROWER,PRAY RONALD,518-834-9150,105,GROVE STREET,,,KEESEVILLE,NY,12944,POINT (-73.486238 44.514854)
MONTGOMERY,645620,Greenhouse Stock Only,,,GRAYS GARDEN AND GREENHOUSE,STEPHANIE GRAY,518-568-7770,6193,STATE HIGHWAY 29,,,SAINT JOHNSVILLE,NY,13452,POINT (-74.638212 43.054385)
TOMPKINS,646230,Combined Nursery and Greenhouse,11-100 Acres,,SOLIDAGO LANDWORKS LLC,SARA GUERRIERI,310-569-5541,927,IRISH SETTLEMENT RD,,,FREEVILLE,NY,13068,POINT (-76.33002600000002 42.430865)
SUFFOLK,646104,Nursery Stock Only,10 Acres or Less,,KMS NATIVE PLANTS LLC,KIMBERLY M SIMMEN,631-848-2178,104,MAIN AVENUE,,,LAKE GROVE,NY,11755,POINT (-73.107252 40.866049)
CHENANGO,645858,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORMAN HOLTZ,NORMAN HOLTZ,607-843-9848,28,STATE STREET,,,OXFORD,NY,13830,POINT (-75.603013 42.44378)
ERIE,646337,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",GARDENVILLE LANDSCAPE & NURSERY LLC,DAVID SCHWATENBERG,716-822-2017,261,WILLET RD,,,BLASDELL,NY,14219,POINT (-78.822131 42.80490600000001)
MONROE,645862,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GREENDYKE NURSERY,ROBERT GREENDYKE,585-586-6463,152,WEST JEFFERSON,,,PITTSFORD,NY,14534,POINT (-77.528432 43.087317)
SARATOGA,413461,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MATRAZZO FLORIST INC,MATRAZZO FLORIST INC,518-664-4343,29,FARRELL STREET,,,MECHANICVILLE,NY,12118,POINT (-73.690435 42.911023)
DUTCHESS,645767,Combined Nursery and Greenhouse,10 Acres or Less,,MOUNTAIN VIEW HANDCRAFTED GIFTS AND THINGS LLC,NICOLE AND GREGORY ZACHMAN,845-705-7953,120,MOUNTAIN VIEW ROAD,,,FISHKILL,NY,12524,POINT (-73.84521400000001 41.552166)
OSWEGO,645733,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HOXIE PRODUCE,TIM HOXIE,315-572-1089,3026,STATE ROUTE 3,,,FULTON,NY,13069,POINT (-76.354052 43.342000000000006)
SUFFOLK,476776,Nursery Stock Only,10 Acres or Less,,MARC D ZALUSKI INC,MARC D ZALUSKI INC,631-726-5252,820,DEERFIELD RD,DBA CNTY SCAPES,,WATTER MILL,NY,11976,POINT (-72.359988 40.926567)
WAYNE,51753,Nursery Stock Only,11-100 Acres,,MILL POND EVERGREEN NURSERY,HASS DONALD,315-532-2665,8295,STATE ROUTE 104A,,,RED CREEK,NY,13143,POINT (-76.72596 43.299679)
NIAGARA,645881,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NIAGARA AQUACULTURE INC,THOMAS FLECKENSTEIN,716-912-0647,1953,BALMER ROAD,,,RANSOMVILLE,NY,14131,POINT (-78.945603 43.230835)
BROOME,645741,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SEIDOFS TRUCK PATCH FARM,DANIEL SEIDOF,607-656-4519,535,PALMITER ROAD,,,HARPURSVILLE,NY,13787,POINT (-75.712006 42.276156)
SUFFOLK,473186,Nursery Stock Only,11-100 Acres,,BRIARCLIFF SOD INC,BRIARCLIFF SOD INC,631-734-6366,,ROUTE 25,PO BOX 180,,PECONIC,NY,11958,POINT (-72.461908 41.043664)
CHAUTAUQUA,66792,Nursery Stock Only,11-100 Acres,,DOUBLE A VINEYARDS INC,DOUBLE A VINEYARDS INC,716-672-8493,,ROUTE 20 EAST OF ROBERTS ROAD,,,SHERIDAN,NY,14135,POINT (-79.237263 42.488391)
TOMPKINS,646031,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FINGER LAKES NURSERY,SPENCER HEAPS,607-288-3705,1432,DANBY ROAD,,,ITHACA,NY,14850,POINT (-76.49131 42.380903)
WESTCHESTER,550234,Nursery Stock Only,10 Acres or Less,,ROTH NURSERY INC,ROTH NURSERY INC,914-273-8399,40,NORTH GREENWICH RD,,,ARMONK,NY,10504,POINT (-73.695985 41.122475)
FULTON,173756,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-627-4260,,COUNTY ROUTE 107,,,HAGAMAN,NY,12086,POINT (-74.113317 42.995555)
ULSTER,512868,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TAYLOR GREENHOUSES,TAYLOR LAINE,845-255-5254,15,NORTH OHIOVILLE ROAD,,,NEW PALTZ,NY,12561,POINT (-74.05592 41.742804)
SENECA,646187,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HORST FARM MARKET,NEVIN HORST,607-869-4543,2604,COUNTY RD 129,,,ROMULUS,NY,14541,POINT (-76.794221 42.752376)
COLUMBIA,646270,Nursery Stock Only,10 Acres or Less,,AFTERGLOW PEAK LLC,JAKE NAMER,212-206-7820,96,BALLYMONT DRIVE,,,MILLERTON,NY,12546,POINT (-73.542966 41.98637)
ORANGE,645468,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",WALLKILL GREENHOUSE LLC,TIANA FLORES,845-778-3460,2878,STATE ROUTE 208,,,WALDEN,NY,12586,POINT (-74.185353 41.592503)
ULSTER,510122,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CEDAR RIDGE NURSERY,MILLER DENISE,845-246-5419,2123,OLD KINGS HIGHWAY,,,SAUGERTIES,NY,12477,POINT (-73.952127 42.143804)
ULSTER,514946,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MIKES HOTHOUSE,COZZOLINO MIKE,845-255-6235,2036,ROUTE 44-55,,,MODENA,NY,12548,
SUFFOLK,471818,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",INNAMORATO MICHAEL NURSERY,INNAMORATO MICHAEL,631-722-5361,,HERRICKS LANE,PO BOX 1265,,JAMESPORT,NY,11947,POINT (-72.586562 40.947229)
WASHINGTON,534612,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",OUR FARM CSA,WARD JENNIFER,518-531-4060,2154,STATE ROUTE 40,,,GREENWICH,NY,12834,POINT (-73.52747 43.081463)
DELAWARE,122085,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TODDS GREENHOUSE,TODD DOROTHY A,845-254-5297,1095,STREETER HILL RD,,,FLEISCHMANNS,NY,12430,POINT (-74.534863 42.182629)
CHAUTAUQUA,61693,Combined Nursery and Greenhouse,101 Acres or More,"2,001-20,000 SqFt of Glass",DOUBLE A VINEYARDS INC,DOUBLE A VINEYARDS INC,716-672-8493,10277,CHRISTY ROAD,,,FREDONIA,NY,14063,POINT (-79.294922 42.447504)
ORANGE,645945,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RAINY DAY GREENHOUSE & NURSERY,ROBERT C ROWE,845-656-1942,113,STATION ROAD,,,CAMPBELL HALL,NY,10916,POINT (-74.212479 41.469316)
ERIE,146784,Nursery Stock Only,11-100 Acres,,NATURAL LANDWORKS,"ZYWICZYNSKI, MARK AND JASON",716-537-2927,12022,HUMPHRIES ROAD,,,HOLLAND,NY,14080,POINT (-78.53913000000001 42.681891)
ORLEANS,644720,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",ORCHARD VIEW FARM,ALLEN M AND PRISCILLA STAUFFER,585-205-6424,2112,TOWNLINE RD,,,WATERPORT,NY,14571,POINT (-78.310398 43.311127)
KINGS,646133,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SQUARE ROOTS URBAN GROWERS INC,TOBIAS PEGGS,740-837-6687,630,FLUSHING AVENUE,,,BROOKLYN,NY,11206,POINT (-73.948214 40.699997)
BROOME,645978,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BARNES BOTANICALS,KEVIN BARNES,607-206-2571,3316,STATE ROUTE 79,,,HARPURSVILLE,NY,13787,POINT (-75.613727 42.16838)
WASHINGTON,646013,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRYSIDE POWER & LANDSCAPE,AARON PETERS & ANTOINETTE PETERS,518-796-1245,1107,STATE ROUTE 22,,,CAMBRIDGE,NY,12816,POINT (-73.378501 43.016592)
WESTCHESTER,644703,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MOBIUS FIELDS LLC,DEBORAH K TAFT,914-374-9474,377,MOUNT HOLLY ROAD,,,KATONAH,NY,10536,POINT (-73.630674 41.27743)
YATES,644255,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",VALLEY VIEW GREENHOUSE,SENSENIG WAYNE,607-243-3796,1714,PORTERS CORNERS RD,,,DUNDEE,NY,14837,POINT (-77.022629 42.546965)
PUTNAM,370931,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STONECROP GARDENS INC,STONECROP GARDENS INC,845-265-2000,81,STONECROP LANE,,,COLD SPRING,NY,10516,POINT (-73.868047 41.442603)
CAYUGA,56619,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BEDNARSKI FAMILY FARM,BEDNARSKI MILLIE,315-678-1622,3787,CARTER ROAD,,,CATO,NY,13033,POINT (-76.49021 43.222299)
MONROE,646404,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RECOVER COLLABORATIVE,WILLIAM MCPHERSON KELLY SCIARRATTA,,23,KERRY PARK,,,PITTSFORD,NY,14534,POINT (-77.59085200000001 43.060123)
SUFFOLK,645408,Nursery Stock Only,101 Acres or More,,WARRENS NURSERY INC,WARRENS NURSERY INC,,5489,SOUND AVE,,,JAMESPORT,NY,11947,POINT (-72.611536 40.975089)
CAYUGA,50341,Nursery Stock Only,10 Acres or Less,,STILL MEADOW NURSERY INC,STILL MEADOW NURSERY INC,315-253-4496,5994,LAKE AVENUE EXT,,,AUBURN,NY,13021,POINT (-76.552362 42.907194)
SARATOGA,415673,Nursery Stock Only,101 Acres or More,,SARATOGA SOD FARM INC,SARATOGA SOD FARM INC,518-664-5038,,BETWEEN ROUTE 4 AND DUELL ROAD,,,SCHUYLERVILLE,NY,12871,POINT (-73.610098 43.095897)
COLUMBIA,104211,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MARKRISTO FARM,STOSIEK CHRISTA & STOSIEK MARTIN,518-325-4261,2891,ROUTE 23,,,HILLSDALE,NY,12529,POINT (-73.505172 42.183232)
ONTARIO,644709,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LORRAINE MORRISEY,LORRAINE T MORRISEY,315-597-4481,93,STAFFORD ROAD,,,PALMYRA,NY,14522,POINT (-77.241232 43.034907)
SARATOGA,410073,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAKESIDE CIDER MILL FARM INC,PEARCE RICHARD,518-399-8359,336,SCHAUBER ROAD,,,BALLSTON LAKE,NY,12019,POINT (-73.855417 42.926319)
TOMPKINS,504743,Nursery Stock Only,11-100 Acres,,CAYUGA LANDSCAPE CO INC,CAYUGA LANDSCAPE CO INC,607-257-3000,,BUNDY ROAD,,,ITHACA,NY,14850,POINT (-76.497069 42.443738)
SUFFOLK,646232,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JORDAN L RYAN DBA BUMBLEBEE GARDENS,JORDAN RYAN,631-621-1444,438,LEWIS ST,,,HOLBROOK,NY,11741,POINT (-73.071265 40.792657)
CATTARAUGUS,645440,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BEN HOCHSTETLER,BEN HOCHSTETLER,NONE - AMISH,8302,OTTO E. OTTO ROAD,,,CATTARAUGUS,NY,14719,POINT (-78.787053 42.384126)
ULSTER,644728,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ROOTED IN LOVE GARDENS AND GROUNDS LLC,MILLARD & JOY YODER,718-751-6584,110,JANSEN RD,,,PINE BUSH,NY,12566,POINT (-74.293549 41.649402)
YATES,646335,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DARYL & JOANNE HURST,DARYL HURST,585-554-5325,1536,FRIEND RD,,,PENN YAN,NY,14527,POINT (-77.202961 42.690463)
ERIE,644973,Nursery Stock Only,11-100 Acres,,AKRON TREE FARMS OF NY LLC,AKRON TREE FARMS,,13819,KNAPP RD,,,AKRON,NY,14001,POINT (-78.468478 43.013774)
SUFFOLK,474676,Nursery Stock Only,11-100 Acres,,STARKIE BROS GARDEN CENTER,STARKIE GEORGE H AND JOHN W,631-293-7148,,SACRED HEART CMT-DEPOT,,,CUTCHOGUE,NY,11935,POINT (-72.480611 41.014035)
SUFFOLK,471310,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",COASTAL GREENHOUSES LLC,IVY ACRES INC,631-727-1980,1675,EDWARDS AVENUE,,,CALVERTON,NY,11933,POINT (-72.762028 40.961196)
CHAUTAUQUA,66824,Greenhouse Stock Only,11-100 Acres,"2,001-20,000 SqFt of Glass",SCOTTS FARM,SCOTT KURT AND WILLIAM,716-962-9171,21,CLARK STREET,,,LAKEWOOD,NY,14750,POINT (-79.342343 42.098762)
OTSEGO,646300,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LEVI WENGER,LEVI WENGER,518-993-9985,429,CO HWY 32A,,,CHERRY VALLEY,NY,13320,
STEUBEN,464588,Nursery Stock Only,11-100 Acres,,HIDDEN SPRINGS TREEFARM LLC,KRAUS KEITH A AND MICHELLE D,607-525-6456,64,PADDOCK ROAD,,,TROUPSBURG,NY,14885,POINT (-77.629556 42.003015)
WYOMING,562819,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",3 SEASONS MARKET,MANN CINDY,585-689-4842,6545,STATE ROUTE 19A,,,PORTAGEVILLE,NY,14536,POINT (-78.067625 42.582946)
ERIE,646148,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PEACE OF THE PIE LLC,CHRISTOPHER JEANNITON,,3380,ROUTE 39,,,COLLINS,NY,14034,POINT (-78.863797 42.494395)
WAYNE,643944,Nursery Stock Only,10 Acres or Less,,TWIN MEADOW FARM,IDA ZIMMERMAN,717-821-3002,609,ROUTE 414,,,CLYDE,NY,14433,POINT (-76.862337 43.032668)
SCHOHARIE,644607,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HESSIAN HILL FARM LLC,"LOIS, LIZ, AND JESS GOBLET",518-701-4964,576,TREADLEMIRE RD,,,BERNE,NY,12023,POINT (-74.255512 42.644376)
MONTGOMERY,645590,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",VALLEY VIEW GREENHOUSE,MOSE HOSTETLER,,5809,STATE HIGHWAY 10,,,PALATINE BRIDGE,NY,13428,POINT (-74.568796 42.924573)
ORANGE,646294,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",CHOY DIVISION,CHRISTINA CHAN,646-413-9971,168,MEADOW AVE,,,CHESTER,NY,10918,POINT (-74.258587 41.369707)
RENSSELAER,645754,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",SAF NY REALTY CO LLC,ROBERTO M SELLA,518-658-2729,16,SATTERLEE HOLLOW ROAD,,,BERLIN,NY,12022,POINT (-73.375979 42.701294)
CORTLAND,645018,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MELODY LANE ROAD GREENERY,STACY JOSLIN,607-863-3588,6133,MELODY LANE ROAD,,,WILLET,NY,13863,POINT (-75.872837 42.474442)
MONTGOMERY,645247,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TWIN MAPLE FARM,ELMER WEAVER,,139,LATHERS ROAD,,,FULTONVILLE,NY,12072,POINT (-74.341739 42.877595)
ERIE,645041,Nursery Stock Only,11-100 Acres,,CHESTNUT RIDGE NURSERY INC,ROBERT ASMITH,716-725-8043,,EAST MAIN STREET,,,SPRINGVILLE,NY,14141,POINT (-78.702261 42.522613)
SUFFOLK,645567,Nursery Stock Only,10 Acres or Less,,NORTH ISLAND NURSERY TREE & LANDSCAPING,LEIGHTON MEARS,631-751-2000,554A,WEST BROADWAY,,,PORT JEFFERSON,NY,11777,POINT (-73.083579 40.945342)
ERIE,644572,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CREEKSIDE MARKET,ALLEN BUTZER,716-548-1863,13971,ROUTE 62,,,COLLINS,NY,14034,POINT (-78.928744 42.498459)
ST. LAWRENCE,407117,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NORTHROPS HILLTOP NURSERY & LANDSCAPING,NORTHROP MICHAEL,315-705-0138,9209,STATE HWY 56,,,MASSENA,NY,13662,POINT (-74.958362 44.862874)
DELAWARE,120560,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HILLHAVEN FARMS,JACOBSON RICHARD & JANE,607-652-2274,2,HOBART ROAD,,,STAMFORD,NY,12167,POINT (-74.625318 42.409952)
SARATOGA,644554,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WINDFLOWER GARDENS,LINDA HINDS,518-461-3043,161,KINGSLEY RD,,,BURNT HILLS,NY,12027,POINT (-73.897254 42.904171)
WESTCHESTER,645031,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WALLACE J SCOTT,WALLACE J SCOTT,914-941-7181,103,MORNINGSIDE DRIVE,,,OSSINING,NY,10562,POINT (-73.818889 41.171243)
HERKIMER,214845,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DREAMS IN BLOOM GREENHOUSE,CLIFFORD PAUL,315-826-5572,1432,ROUTE 8,,,COLD BROOK,NY,13324,POINT (-74.991088 43.262903)
CATTARAUGUS,645665,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NATIVE OFFERINGS FARM LLC,STEWART RITCHIE,716-257-3006,8501,MAPLES ROAD,,,LITTLE VALLEY,NY,14755,POINT (-78.792076 42.349955)
TIOGA,644354,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,303,BURHEIGHT GLENN RD,,,SPENCER,NY,14883,POINT (-76.527872 42.225907)
ERIE,645888,Nursery Stock Only,10 Acres or Less,,THOMPSON & SON INC,TOM & WENDY THOMPSON,716-773-5648,1121,JAMISON ROAD,,,EAST AURORA,NY,14052,POINT (-78.619124 42.805041)
SUFFOLK,645684,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less","SEEDSOWER FARM, LLC",REGINA M DUGOKENKEY,631-423-8257,,RAILROAD & NORTH CARILL AVENUE,,,BABYLON,NY,11702,POINT (-73.380416 40.653301)
HERKIMER,644133,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less","HERKIMER CO. CHAPTER, NYSARC, INC.",HARC,315-574-7100,411,FOLTS STREET,,,HERKIMER,NY,13350,POINT (-74.983132 43.030333)
STEUBEN,643847,Nursery Stock Only,10 Acres or Less,,FIRST PRESBYTERIAN CHURCH,MILTON ERB - PRESIDENT,607-569-2712,1,PARK PLACE,,,HAMMONDSPORT,NY,14840,POINT (-77.222666 42.409309)
ERIE,140505,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SIBIGA NURSERY FARM,SIBIGA PETER,716-941-6304,5595,SHERO ROAD,,,HAMBURG,NY,14075,POINT (-78.776231 42.652494)
JEFFERSON,220067,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",RHODES GREENHOUSES,GARY L. RHODES,315-938-5152,7185,STE RT 3,,,HENDERSON,NY,13650,POINT (-76.201619 43.82263)
SUFFOLK,477079,Nursery Stock Only,11-100 Acres,,DELEA LEASING CORP  DBA DELEA SOD FARMS,DELEA LEASING CORP DBA DELEA SOD FARMS,631-368-8022,,RILEY & EDWARDS AVE,LIPA POLE,,CALVERTON,NY,119331111,POINT (-72.78057 40.960226)
CHENANGO,644561,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COLTSBROOK NURSERY,MELANIE P. RUSSO,315-653-7513,247,WILL WARNER ROAD,,,SOUTH OTSELIC,NY,13155,POINT (-75.748733 42.659417)
SENECA,645981,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVID PEACHEY,DAVID PEACHEY,607-869-5426,5426,ROUTE 414,,,ROMULUS,NY,14541,POINT (-76.816705 42.761536)
SUFFOLK,645899,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RICHLIN NURSERY,RICHARD GENDRON & LINDA FUNFGELD,631-258-2967,1611,MIDDLE ROAD,,,CALVERTON,NY,11933,POINT (-72.7175 40.930972)
ORANGE,330555,Nursery Stock Only,10 Acres or Less,,BROWER ORGANIC NURSERY,BROWER WARD III,845-783-9031,34,SAPPHIRE ROAD,,,MONROE,NY,10950,POINT (-74.165446 41.292823)
TOMPKINS,646071,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HILLCREST GARDENS,BRIAN SANTOS,607-339-6485,1,HILLCREST DRIVE,,,DRYDEN,NY,13053,POINT (-76.30968 42.488937)
HERKIMER,644635,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NATURE BY DESIGN,NATURE BY DESIGN,315-891-3952,2410,CASTLE ROAD,,,NEWPORT,NY,13416,POINT (-74.985247 43.16216000000001)
ERIE,147062,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROBINSON GARDENS,KOOTTE BART,716-481-3540,367,SOUTH MAIN STREET,,,HOLLAND,NY,14080,POINT (-78.531368 42.634828)
SCHOHARIE,646315,Nursery Stock Only,10 Acres or Less,,CHARIS MEADOW FARM,TAMMY ROWLING,607-207-7880,223,FRANZEN RD,,,RICHMONDVILLE,NY,12149,POINT (-74.615338 42.638301)
SULLIVAN,645842,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JEFFERSONVILLE PERENNIALS,JOSEPH DAYTON,845-701-1212,96,REMENSCHNEIDER ROAD,,,JEFFERSONVILLE,NY,12748,POINT (-74.904993 41.762512)
CAYUGA,51951,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOHN W ANNA GREENHOUSES,ANNA JOHN W & ELAINE,315-497-2874,1667,STATE ROUTE 38,,,MORAVIA,NY,13118,POINT (-76.420312 42.699244)
CHAUTAUQUA,60472,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",STILLWATER GARDEN MARKET,SCHULTZ JACKIE,716-664-3747,1445,FOOTE AVENUE EXT,,,JAMESTOWN,NY,14701,POINT (-79.218552 42.061239)
GENESEE,646066,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TRACEY BS MARKET INC,TRACEY & JAMES BARSALOUX,585-867-0360,8041,EAST MAIN STREET,,,LE ROY,NY,14482,
ONTARIO,325919,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IVAN-SUSAN RINGLER,RINGLER IVAN,585-526-1077,3372,COUNTY ROAD 18,,,CANADAIGUA,NY,14424,POINT (-77.178162 42.815152)
ULSTER,645014,Combined Nursery and Greenhouse,10 Acres or Less,,MUDDY FARM,MUDDY FARM,845-417-1541,45,WINFIELD CORNERS RD,,,STONE RIDGE,NY,12484,POINT (-74.196585 41.82282)
BROOME,643686,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",NG GROWERS INC DBA NANTICOKE GARDENS,PETER SHAFER,607-754-5008,1543,UNION CENTER MAINE,,,ENDICOTT,NY,13760,POINT (-76.066761 42.125681)
SUFFOLK,645914,Nursery Stock Only,11-100 Acres,,SUJECKI FARMS & NURSERIES,JONATHAN SUJECKI,631-793-8741,,WEST LANE,,,AQUEBOGUE,NY,11931,POINT (-72.637606 40.939435)
ONEIDA,300523,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HEYWOODS BLUEBERRIES & GREENHOUSES,HEYWOOD ALAN & LINDA,315-831-8096,9947,EVANS ROAD,,,REMSEN,NY,13438,POINT (-75.220441 43.343458)
ALBANY,13232,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",VALOZE GREENHOUSES INC,VALOZE GREENHOUSES INC,518-785-4343,5,GROVE LANE,,,COHOES,NY,12047,POINT (-73.736354 42.789449)
ALBANY,16297,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FEURA FARM,STANTON TIMOTHY W,518-966-5797,,SR32 & CR406-STANTONS OLD HMST,,,GREENVILLE,NY,12083,POINT (-74.03142 42.426414)
ONTARIO,322661,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOSEPHS WAYSIDE MARKET INC,JOSEPHS WAYSIDE MKT INC,585-314-0884,201,SOUTH MAIN,,,NAPLES,NY,14512,POINT (-77.408155 42.608987)
ONEIDA,644975,Nursery Stock Only,10 Acres or Less,,TINY HOUSE FARM AUGUSTA NEW YORK,TINY HOUSE FARM AUGUSTA NEW YORK,315-264-8969,2242,STATE ROUTE 26,,,ORISKANY FALLS,NY,13425,POINT (-75.4965 42.968954)
ONONDAGA,646026,Nursery Stock Only,10 Acres or Less,,GO NATIVE PERENNIALS,MARY NENAPACE,240-626-5209,3134,EAST LAKE ROAD,,,SKANEATELES,NY,13152,POINT (-76.403789 42.922444)
SUFFOLK,645633,Nursery Stock Only,11-100 Acres,,VERDERBER LANDSCAPE NURSERY INC,JOHN VERDERBER & MARIA VERDERBER,,43155,COUNTY ROAD 48,,,SOUTHOLD,NY,11971,POINT (-72.440326 41.067256)
CATTARAUGUS,47151,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HAGERS FLOWERS & GIFTS,TYLER CAROL L,716-532-4242,25,W MAIN STREET,,,GOWANDA,NY,14070,POINT (-78.935966 42.462966)
MONROE,644251,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GROWING FAMILY FARMS,"LOOMIS, PAUL & FLAGG, CHRISTOPHER",585-301-5926,602,PECK ROAD,,,SPENCERPORT,NY,14559,POINT (-77.790104 43.244082)
ALLEGANY,26193,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",J&E GREENHOUSE,TROYER JONATHAN ELLA,,6154,ROUTE 305,,,BLACK CREEK,NY,14714,POINT (-78.250906 42.26836)
KINGS,643833,Nursery Stock Only,10 Acres or Less,,GOZO NF NURSERIES INC,NICHOLAS GOZO,718-743-1407,2640,COYLE STREET,,,BROOKLYN,NY,11235,POINT (-73.934947 40.589262)
WAYNE,645700,Nursery Stock Only,10 Acres or Less,,CARLTON D KELSEY,CARLTON D KELSEY,585-414-0561,2986,BRAND ROAD,,,CLYDE,NY,14433,POINT (-76.898425 43.115511)
