,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
4633,"Gray, E.L., House",Franklin,11/06/1992,93NR00496,-74.1273907606,44.3266842017,POINT (-74.1273907606 44.3266842017),12983
4634,"Richardson, Thomas, House",Herkimer,09/07/1984,90NR00589,-75.047830942,43.0198276627,POINT (-75.047830942 43.0198276627),13357
4635,Chaumont Grange Hall & Dairymen's League Building,Jefferson,09/06/1990,90NR03012,-76.1286486213,44.0655096921,POINT (-76.1286486213 44.0655096921),13622
4636,Apollo Theater,New York,11/17/1983,90NR00914,-73.9494063729,40.8099790086,POINT (-73.9494063729 40.8099790086),10027
4637,"Green, Joseph, Farmhouse",Schenectady,10/11/1984,90NR02625,-74.1782066524,42.8288810549,POINT (-74.1782066524 42.8288810549),12137
4638,"Gardner, Silas, House",Orange,03/28/1980,90NR02306,-74.0698437968,41.5271637248,POINT (-74.0698437968 41.5271637248),12550
4639,Ingleside,Jefferson,04/16/1980,90NR01115,-75.9275228028,44.3328452251,POINT (-75.9275228028 44.3328452251),13607
4640,Christ Church,Broome,12/02/1974,90NR00086,-75.9134881805,42.1003605607,POINT (-75.9134881805 42.1003605607),13901
4641,"Valentine, Philip, House",Suffolk,,94NR00592,-73.3890865524,40.8184492873,POINT (-73.3890865524 40.8184492873),11746
4642,Jagger House,Suffolk,12/12/1978,90NR01886,-72.6762136051,40.8175638991,POINT (-72.6762136051 40.8175638991),11977
4643,Nichols Park,Tioga,03/03/2021,18NR00061,-76.4960897819,42.2114656734,POINT (-76.4960897819 42.2114656734),14883
4644,United States Post Office-Schenectady,Schenectady,05/11/1989,94NR00704,-73.9390100722,42.8149154583,POINT (-73.9390100722 42.8149154583),12305
4645,"Shepherd, William, House",Steuben,09/30/1983,90NR02032,-77.3228292266,42.3378722442,POINT (-77.3228292266 42.3378722442),14810
4646,"Little, Russell M., House",Warren,09/29/1984,90NR02719,-73.6407380781,43.3111095735,POINT (-73.6407380781 43.3111095735),12801
4647,Roberts Hall,Tompkins,09/24/1984,90NR02262,-76.4785680489,42.4482627263,POINT (-76.4785680489 42.4482627263),14850
4648,Col. Peter Vroman House,Schoharie,04/12/2019,18NR00095,-74.301780624,42.6799021143,POINT (-74.301780624 42.6799021143),12157
4649,North Presbyterian Church,New York,02/05/2014,13NR06494,-73.9443898381,40.8324730578,POINT (-73.9443898381 40.8324730578),10032
4650,East End Historic District,Orange,09/12/1985,90NR02320,-74.0126858943,41.5021779558,POINT (-74.0126858943 41.5021779558),12550
4651,Rowena Memorial School,Greene,08/22/2002,02NR01924,-74.0195516013,42.1753633675,POINT (-74.0195516013 42.1753633675),12463
4652,Van Denbergh-Simmons House,Albany,10/03/1985,90NR02795,-73.734569067,42.7855078954,POINT (-73.734569067 42.7855078954),12047
4653,Chapel House,Albany,11/10/1982,90NR01653,-73.8305182977,42.6827760698,POINT (-73.8305182977 42.6827760698),12222
4654,"Cole, Thomas, House",Greene,10/15/1966,90NR00549,-73.8610674574,42.2255991918,POINT (-73.8610674574 42.2255991918),12414
4655,St. John's Episcopal Church,Fulton,09/24/2004,03NR05189,-74.3731686743,43.0067958518,POINT (-74.3731686743 43.0067958518),12095
4656,Wollenberg Grain and Seed Elevator,Erie,05/19/2003,02NR05020,-78.8214220787,42.8998068371,POINT (-78.8214220787 42.8998068371),14212
4657,Hook Windmill,Suffolk,12/27/1978,90NR01932,-72.1832983581,40.9659522692,POINT (-72.1832983581 40.9659522692),11937
4658,Breckwoldt-Ward House,Herkimer,03/15/2005,97NR01175,-74.7690480336,43.0946648552,POINT (-74.7690480336 43.0946648552),13329
4659,Christ Episcopal Church,Schenectady,04/24/1987,90NR02645,-74.154631655,42.7691676088,POINT (-74.154631655 42.7691676088),12053
4660,Fulton County Courthouse,Fulton,07/24/1972,90NR00518,-74.3749431784,43.0067893444,POINT (-74.3749431784 43.0067893444),12095
4661,Beebe Windmill,Suffolk,12/27/1978,90NR01887,-72.3007079304,40.9343050168,POINT (-72.3007079304 40.9343050168),11962
4662,"Ninth Street, Building at 108",Nassau,11/14/1978,91NR00214,-73.6375198349,40.7271850327,POINT (-73.6375198349 40.7271850327),11530
4663,Davis Town Meeting House,Suffolk,08/15/2001,97NR01214,-72.9954592901,40.8715212375,POINT (-72.9954592901 40.8715212375),11727
4664,Kehila Kedosha Janina Synagogue,New York,11/30/1999,99NR01516,-73.9911747431,40.718596174,POINT (-73.9911747431 40.718596174),10002
4665,Snyder Estate Natural Cement Historic District,Ulster,06/09/1992,92NR00352,-74.0942256178,41.8476818986,POINT (-74.0942256178 41.8476818986),12401
4666,"Gracie, Archibald, Mansion",New York,05/12/1975,90NR00719,-73.9435012678,40.7751491962,POINT (-73.9435012678 40.7751491962),10162
4667,"Snow, C. W., Warehouse",Onondaga,04/12/2007,06NR05624,-76.1540942946,43.0527480705,POINT (-76.1540942946 43.0527480705),13220
4668,"O'Donohue, C. A., House",Suffolk,09/26/1985,90NR01832,-73.4240085699,40.899894504,POINT (-73.4240085699 40.899894504),11743
4669,Old Broadway Synagogue,New York,01/11/2002,01NR01808,-73.9570719497,40.8152313072,POINT (-73.9570719497 40.8152313072),10027
4670,Main Street Historic District,Delaware,02/29/1988,90NR00281,-74.5620282158,42.2894673037,POINT (-74.5620282158 42.2894673037),12474
4671,"Comstock, Zephinia Farmhouse",Madison,11/02/1987,90NR01407,-75.838483266,42.9251778579,POINT (-75.838483266 42.9251778579),13035
4672,110th Street-Cathedral Parkway Subway Station (IRT),New York,09/17/2004,04NR05287,-73.9666639618,40.8042611279,POINT (-73.9666639618 40.8042611279),10025-4403
4673,St. George's Church,Queens,03/07/2008,95NR00810,-73.8311988065,40.7603558261,POINT (-73.8311988065 40.7603558261),11354
4674,Garret Club,Erie,01/04/2007,06NR05627,-78.872407638,42.9181189242,POINT (-78.872407638 42.9181189242),14222
4675,United States Post Office-Canton,St. Lawrence,11/17/1988,90NR02574,-75.169252826,44.5953278778,POINT (-75.169252826 44.5953278778),13617
4676,"352 and 353 Riverside Drive, Townhouses at",New York,09/01/2005,05NR05485,-73.9691014361,40.803168744,POINT (-73.9691014361 40.803168744),10025
4677,Alfred Dolge Hose Co. No. 1 Building,Herkimer,08/19/1994,94NR00628,-74.7738333295,43.1002458396,POINT (-74.7738333295 43.1002458396),13329
4678,Methodist Episcopal Church of Butler,Wayne,11/24/1997,97NR01257,-76.7703694537,43.1683882315,POINT (-76.7703694537 43.1683882315),14590
4679,Prime House,Suffolk,09/26/1985,90NR01837,-73.4223008267,40.8745796219,POINT (-73.4223008267 40.8745796219),11743
4680,Felsthamel/Edelberg Cottage,Franklin,11/06/1992,90NR02972,-74.1361218542,44.32900239,POINT (-74.1361218542 44.32900239),12983
4681,Sands Family Cemetery,Nassau,03/11/1992,92NR00301,-73.7240202081,40.857582962,POINT (-73.7240202081 40.857582962),11050
4682,Egypt Lane Historic District,Suffolk,07/21/1988,90NR01936,-72.1769902184,40.9584676735,POINT (-72.1769902184 40.9584676735),11937
4683,Dorrence Brooks Square Historic District,New York,08/08/2019,18NR00082,-73.9461775691,40.8189932391,POINT (-73.9461775691 40.8189932391),10030
4684,City & Suburban Homes Company's York Avenue Estate,New York,09/15/1994,90NR03286,-73.9495481594,40.7703576204,POINT (-73.9495481594 40.7703576204),10075
4685,Washingtonian Hall,Broome,02/23/1996,96NR00927,-76.0036057613,42.1110008499,POINT (-76.0036057613 42.1110008499),13760
4686,THE DICK BLOCK,Niagara,11/21/2012,12NR06381,-78.8779586353,43.0236414311,POINT (-78.8779586353 43.0236414311),14120
4687,East Marion Main Road Historic District,Suffolk,08/08/2019,19NR00025,-72.3373499817,41.1284785024,POINT (-72.3373499817 41.1284785024),11939
4688,Flatbush Town Hall,Kings,07/24/1972,90NR01294,-73.9569317873,40.6489566316,POINT (-73.9569317873 40.6489566316),11226
4689,Linde Air Products Factory,Erie,09/11/2017,16NR00129,-78.8854060059,42.9428651759,POINT (-78.8854060059 42.9428651759),14207
4690,House at 8 Berkley Drive,Niagara,05/04/2009,08NR05877,-78.6880877695,43.1554354687,POINT (-78.6880877695 43.1554354687),14094
4691,St. Paul's Church,Tioga,10/16/1997,97NR01215,-76.2648366472,42.1028416781,POINT (-76.2648366472 42.1028416781),13827
4692,Industrial Complex at 221 McKibbin Street,Kings,05/12/2009,08NR05939,-73.9382125407,40.7058196964,POINT (-73.9382125407 40.7058196964),11206
4693,Downs House & Farm,Suffolk,05/31/2016,15NR00136,-72.5972352219,40.9759598594,POINT (-72.5972352219 40.9759598594),11901
4694,"Douglas, Adelaide L. T., House",New York,07/15/1982,90NR00781,-73.9794123411,40.7491311155,POINT (-73.9794123411 40.7491311155),10016
4695,United States Post Office-Ellenville,Ulster,11/17/1988,90NR01107,-74.3930002616,41.7175367601,POINT (-74.3930002616 41.7175367601),12428
4696,South Peterboro Street Residential Historic District,Madison,05/23/1986,90NR01436,-75.7522373603,43.0745275989,POINT (-75.7522373603 43.0745275989),13032
4697,St. John Kanty Roman Catholic Church Complex,Erie,11/08/2021,20NR00124,-78.8205857579,42.8953590199,POINT (-78.8205857579 42.8953590199),14212
4698,Union Hall,Westchester,08/28/1986,90NR02456,-73.5701413467,41.3350861321,POINT (-73.5701413467 41.3350861321),10560
4699,Rushmore Family Farm,Greene,06/18/2010,10NR06093,-73.8580693085,42.2529665189,POINT (-73.8580693085 42.2529665189),12015
4700,Barringer-Overbaugh-Lasher House,Columbia,12/02/2014,14NR06591,-73.8730933092,42.1304059185,POINT (-73.8730933092 42.1304059185),12526
4701,Common School District School 32,Delaware,03/27/2017,16NR00099,-75.2791420791,42.2058043278,POINT (-75.2791420791 42.2058043278),13839
4702,Markham Cobblestone Farmhouse and Barn Complex,Livingston,08/13/1989,90NR01362,-77.6356296864,42.932126839,POINT (-77.6356296864 42.932126839),14485
4703,Gladden Windmill (Milks Windmill),Cattaraugus,07/16/1973,90NR00092,-78.895396852,42.2353844759,POINT (-78.895396852 42.2353844759),14719
4704,U.S. Customhouse,New York,01/31/1972,90NR00616,-74.0137479491,40.7040447951,POINT (-74.0137479491 40.7040447951),10275
4705,COMMUNITY OF TRUE INSPIRATION (EBENZER) RESIDENCE,Erie,06/25/2013,13NR06429,-78.7503440847,42.8332435396,POINT (-78.7503440847 42.8332435396),14224
4706,West Endicott Park Carousel,Broome,01/25/1992,91NR00078,-76.074281664,42.098124761,POINT (-76.074281664 42.098124761),13760
4707,"Sands, Robert, Estate",Dutchess,02/24/1975,90NR00325,-73.8765386654,41.9352884984,POINT (-73.8765386654 41.9352884984),12572
4708,Central Avenue Historic District,Queens,09/30/1983,90NR01595,-73.8895981547,40.7029284616,POINT (-73.8895981547 40.7029284616),11385
4709,Castle Rock,Putnam,12/12/1977,90NR02361,-73.9404636515,41.3682721183,POINT (-73.9404636515 41.3682721183),10524
4710,Byington Mill (Frisbie & Stansfield Knitting Company),Oneida,05/27/1993,92NR00417,-75.2215506865,43.1027340276,POINT (-75.2215506865 43.1027340276),13501
4711,Chestnut Street Historic District,Ulster,09/19/1985,90NR01104,-73.9886775596,41.9239562573,POINT (-73.9886775596 41.9239562573),12401
4712,Rockville Cemetery and Mariners Mounment,Nassau,11/16/2015,15NR00059,-73.6591054744,40.6595633901,POINT (-73.6591054744 40.6595633901),11563
4713,First Presbyterian Church of Margaretville,Delaware,04/21/2004,03NR05130,-74.6518850812,42.1491820319,POINT (-74.6518850812 42.1491820319),12455
4714,Stony Kill Farm,Dutchess,03/20/1980,90NR00296,-73.9512428267,41.5422898742,POINT (-73.9512428267 41.5422898742),12590
4715,Elvira,Suffolk,05/23/2012,11NR06287,-72.8983675138,40.7709573646,POINT (-72.8983675138 40.7709573646),11719
4716,Pickens Hall,St. Lawrence,10/27/2004,04NR05255,-75.4058915656,44.6176185021,POINT (-75.4058915656 44.6176185021),13654
4717,Forest Lawn Cemetery,Erie,05/10/1990,90NR03149,-78.8614211379,42.9271848768,POINT (-78.8614211379 42.9271848768),14209
4718,"South Main Street, House at 46",Cayuga,02/24/1995,95NR00797,-76.4213458108,42.706993494,POINT (-76.4213458108 42.706993494),13118
4719,Weldon House,Greene,01/07/2000,99NR01564,-74.0812527845,42.3651405868,POINT (-74.0812527845 42.3651405868),12423
4720,Pelton Mill,Dutchess,11/26/1982,90NR00415,-73.9362326934,41.7085787303,POINT (-73.9362326934 41.7085787303),12601
4721,United States Post Office-Norwich,Chenango,05/11/1989,90NR00156,-75.521929971,42.5310271185,POINT (-75.521929971 42.5310271185),13815
4722,Smyrna Town Hall,Chenango,07/25/2008,08NR05850,-75.5703197055,42.6865613371,POINT (-75.5703197055 42.6865613371),13464
4723,West Point Foundry,Putnam,04/11/1973,90NR02387,-73.9497297988,41.4144892171,POINT (-73.9497297988 41.4144892171),10996
4724,General Society of Mechanics and Tradesmen,New York,11/12/2008,08NR05906,-73.9813421505,40.755132278,POINT (-73.9813421505 40.755132278),10036
4725,Bay Crest Historic District,Suffolk,09/26/1985,90NR01904,-73.4174127052,40.9013564589,POINT (-73.4174127052 40.9013564589),11743
4726,Warren Ferris House,Otsego,03/08/2016,15NR00126,-74.8816736692,42.827446359,POINT (-74.8816736692 42.827446359),13326
4727,House at 112 Sea Cliff Avenue,Nassau,02/18/1988,90NR01746,-73.6404460017,40.8497662611,POINT (-73.6404460017 40.8497662611),11579
4728,"Duke, James B., Mansion",New York,11/10/1977,90NR00907,-73.963718173,40.7763338814,POINT (-73.963718173 40.7763338814),10021
4729,Wilkinson House,Dutchess,,00NR01604,-73.9263508992,41.7061016258,POINT (-73.9263508992 41.7061016258),12601
4730,Bruynswyck School No. 8,Ulster,11/02/2000,00NR01649,-74.2260104283,41.6596191788,POINT (-74.2260104283 41.6596191788),12589
4731,Dundas Castle,Delaware,03/21/2001,01NR01747,-74.8758070074,41.978763378,POINT (-74.8758070074 41.978763378),13755
4732,Patriot's Park,Westchester,06/14/1982,90NR02526,-73.8588318821,41.0815452814,POINT (-73.8588318821 41.0815452814),10591
4733,Barcalo Manufacturing Company Factory,Erie,08/17/2020,19NR00017,-78.8654090136,42.8675199488,POINT (-78.8654090136 42.8675199488),14204
4734,Hawkins Homestead,Suffolk,06/09/1988,90NR01782,-73.1382059196,40.9293085821,POINT (-73.1382059196 40.9293085821),11790
4735,Albright-Knox Art Gallery,Erie,05/27/1971,90NR01226,-78.8756575954,42.932224321,POINT (-78.8756575954 42.932224321),14222
4736,Pitcher Baptist Church and First Congregational Church of Pitcher,Chenango,08/24/2001,01NR01778,-75.8617424633,42.5811367418,POINT (-75.8617424633 42.5811367418),13136
4737,Gibbs House,Niagara,05/30/2003,03NR05054,-78.6965991712,43.1706783789,POINT (-78.6965991712 43.1706783789),14094
4738,Bevier Stone House,Ulster,03/12/2002,02NR01906,-74.1024876661,41.8903412524,POINT (-74.1024876661 41.8903412524),12401
4739,Syracuse University-Comstock Tract Buildings,Onondaga,07/22/1980,90NR02117,-76.1344497914,43.0376521307,POINT (-76.1344497914 43.0376521307),13244
4740,Davenport House,Westchester,04/30/1980,90NR02484,-73.771181818,40.9019546505,POINT (-73.771181818 40.9019546505),10805
4741,"Lafayette Street, Building at 376-380",New York,12/28/1979,90NR00958,-73.9937820565,40.7276137946,POINT (-73.9937820565 40.7276137946),10012
4742,Octagonal Schoolhouse,Essex,01/17/1973,90NR00464,-73.4011805001,44.3042663949,POINT (-73.4011805001 44.3042663949),12936
4743,House at 199 Prospect Avenue,Nassau,09/21/1988,90NR01768,-73.6505810624,40.8468668448,POINT (-73.6505810624 40.8468668448),11579
4744,Walden United Methodist Church,Orange,02/28/2008,07NR05759,-74.1917383528,41.5604005251,POINT (-74.1917383528 41.5604005251),12586
4745,"Young, Isaac, House",Westchester,08/20/2004,02NR05031,-73.8152347145,41.1929928057,POINT (-73.8152347145 41.1929928057),10562
4746,"Strong, Thomas, House",Suffolk,01/05/2005,04NR05322,-72.2517720534,40.9350064756,POINT (-72.2517720534 40.9350064756),11975
4747,West Side Historic District,Saratoga,04/04/1994,93NR00473,-73.7906803639,43.0841578097,POINT (-73.7906803639 43.0841578097),12866
4748,"Krum, Hiram, House",Warren,09/29/1984,90NR02718,-73.6371257197,43.310170134,POINT (-73.6371257197 43.310170134),12801
4749,Mount Florence,Westchester,,91NR00040,-73.9035790783,41.2836572276,POINT (-73.9035790783 41.2836572276),10566
4750,Potter Place Historic District,Monroe,08/18/2017,17NR00003,-77.4466948704,43.0966461157,POINT (-77.4466948704 43.0966461157),14450
4751,Mott Mill,Westchester,01/28/2004,03NR05152,-73.893523249,40.9351295148,POINT (-73.893523249 40.9351295148),10701
4752,Alverson-Copeland House,Livingston,08/31/1989,90NR01382,-77.6122416796,42.9146244934,POINT (-77.6122416796 42.9146244934),14485
4753,Clinton Avenue Historic District,Ulster,02/05/1970,90NR01096,-74.0182063678,41.9348313042,POINT (-74.0182063678 41.9348313042),12401
4754,House at 58 Eighteenth Avenue,Nassau,02/18/1988,90NR01763,-73.6499319533,40.8469190687,POINT (-73.6499319533 40.8469190687),11579
4755,Chinatown and Little Italy Historic District,New York,02/12/2010,09NR06033,-73.9969078236,40.7191515991,POINT (-73.9969078236 40.7191515991),10013
4756,Church of the Holy Innocents,Albany,01/31/1978,90NR01622,-73.748270417,42.658785119,POINT (-73.748270417 42.658785119),12207
4757,West 76th Street Historic District,New York,07/24/1980,94NR00525,-73.9756846597,40.7794664822,POINT (-73.9756846597 40.7794664822),10023
4758,Masters Building,New York,02/23/2016,15NR00133,-73.9710625392,40.8004360121,POINT (-73.9710625392 40.8004360121),10025
4759,Miller-Barben Farm,Monroe,01/14/2015,14NR06587,-77.526347521,42.9929791498,POINT (-77.526347521 42.9929791498),14472
4760,"Vautrin, Claude, House",Jefferson,09/27/1985,90NR01129,-76.2300391102,44.1424109582,POINT (-76.2300391102 44.1424109582),13618
4761,Elmhurst Avenue Subway Station (IND),Queens,07/06/2005,04NR05377,-73.881924379,40.7423743514,POINT (-73.881924379 40.7423743514),11373
4762,Lisbon Railroad Depot,St. Lawrence,11/22/2000,98NR01381,-75.3188240114,44.7274099033,POINT (-75.3188240114 44.7274099033),13658
4763,Eden Mills Conservation Area,Erie,,90NR03138,-78.8567057462,42.6508846936,POINT (-78.8567057462 42.6508846936),14057
4764,Munson Diner,Sullivan,04/12/2006,05NR05518,-74.7445732199,41.797037408,POINT (-74.7445732199 41.797037408),12754
4765,"Hart, Eleazer, House",Westchester,07/29/1982,90NR02466,-73.8412473343,40.9415205349,POINT (-73.8412473343 40.9415205349),10708
4766,Southold Historic District,Suffolk,10/14/1997,96NR01062,-72.4331038899,41.0615239902,POINT (-72.4331038899 41.0615239902),11971
4767,Stilwill-Westbrook Stone House,Ulster,08/12/1999,99NR01487,-74.1969348282,41.8072984094,POINT (-74.1969348282 41.8072984094),12404
4768,Ormonde,Madison,07/15/1991,91NR00138,-75.8658256629,42.9552883426,POINT (-75.8658256629 42.9552883426),13035
4769,Clayton Historic District,Jefferson,09/12/1985,90NR01184,-76.0888798111,44.2416044893,POINT (-76.0888798111 44.2416044893),13624
4770,Heyworth/Mason Industrial Building,Clinton,05/04/2011,11NR06198,-73.5246699089,44.578677377,POINT (-73.5246699089 44.578677377),12972
4771,Stuyvesant Railroad Station,Columbia,01/27/1999,98NR01403,-73.7839835331,42.3888865947,POINT (-73.7839835331 42.3888865947),12173
4772,Copeland Covered Bridge,Saratoga,08/06/1998,98NR01364,-74.1005302622,43.2207022609,POINT (-74.1005302622 43.2207022609),12134
